Cruise	Station	Type	Year	Month	Day	Hour	Minute	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	QV:ODV:Bot Depth [m]	Depth [m]	QV:ODV:Depth [m]	Pressure [dbar]	QV:ODV:Pressure [dbar]	Temperature [degC]	QV:ODV:Temperature [degC]
77CN	0133	*	2014	1	12	21	10	-25.8000	57.1000		1	7	0	7	0	8.4	0
77CN	0134	*	2014	1	12	21	15	-25.7600	57.1000		1	7	0	7	0	8.6	0
77CN	0135	*	2014	1	12	21	20	-25.7200	57.1000		1	7	0	7	0	8.7	0
77CN	0136	*	2014	1	12	21	25	-25.6800	57.1000		1	7	0	7	0	8.7	0
77CN	0137	*	2014	1	12	21	30  -25.6400  57.1000		1	7	0	7	0	8.4	0
77CN	0138	*	2014	1	12	21	35	-25.6000	57.1000		1	7	0	7	0	8.3	0
77CN	0139	*	2014	1	12	21	40	-25.5600	57.1000		1	7	0	7	0	8.3	0
77CN	0140	*	2014	1	12	21	45	-25.5100	57.1000		1	7	0	7	0	8.3	0
77CN	0141	*	2014	1	12	21	50	-25.4700	57.1000		1	7	0	7	0	8.1	0
77CN	0142	*	2014	1	12	21	55	-25.4300	57.1000		1	7	0	7	0	8.1	0
77CN	0143	*	2014	1	12	22	0	-25.3900	57.1000		1	7	0	7	0	8.3	0
77CN	0144	*	2014	1	12	22	5	-25.3500	57.1000		1	7	0	7	0	8.6	0
77CN	0145	*	2014	1	12	22	10	-25.3100	57.1000		1	7	0	7	0	8.7	0
77CN	0146	*	2014	1	12	22	15	-25.2700	57.1000		1	7	0	7	0	9.0	0
77CN	0147	*	2014	1	12	22	20	-25.2300	57.1000		1	7	0	7	0	8.7	0
77CN	0148	*	2014	1	12	22	25	-25.1900	57.1100		1	7	0	7	0	8.7	0
77CN	0149	*	2014	1	12	22	30	-25.1400	57.1100		1	7	0	7	0	9.0	0
77CN	0150	*	2014	1	12	22	35	-25.1000	57.1100		1	7	0	7	0	9.0	0
77CN	0151	*	2014	1	12	22	40	-25.0600	57.1100		1	7	0	7	0	9.0	0
77CN	0152	*	2014	1	12	22	45	-25.0200	57.1100		1	7	0	7	0	8.9	0
77CN	0153	*	2014	1	12	22	50	-24.9800	57.1100		1	7	0	7	0	8.9	0
77CN	0154	*	2014	1	12	22	55	-24.9400	57.1100		1	7	0	7	0	9.0	0
77CN	0155	*	2014	1	12	23	0	-24.9000	57.1100		1	7	0	7	0	9.0	0
77CN	0156	*	2014	1	12	23	5	-24.8600	57.1100		1	7	0	7	0	9.2	0
77CN	0157	*	2014	1	12	23	10	-24.8200	57.1100		1	7	0	7	0	9.3	0
77CN	0158	*	2014	1	12	23	15	-24.7700	57.1100		1	7	0	7	0	9.2	0
77CN	0159	*	2014	1	12	23	20	-24.7300	57.1100		1	7	0	7	0	9.2	0
77CN	0160	*	2014	1	12	23	25	-24.6900	57.1100		1	7	0	7	0	9.5	0
77CN	0161	*	2014	1	12	23	30	-24.6500	57.1100		1	7	0	7	0	9.5	0
77CN	0162	*	2014	1	12	23	35	-24.6100	57.1100		1	7	0	7	0	9.5	0
77CN	0163	*	2014	1	12	23	40	-24.5700	57.1100		1	7	0	7	0	9.5	0
77CN	0164	*	2014	1	12	23	45	-24.5300	57.1100		1	7	0	7	0	9.5	0
77CN	0165	*	2014	1	12	23	50	-24.4900	57.1100		1	7	0	7	0	9.5	0
77CN	0166	*	2014	1	12	23	55	-24.4500	57.1100		1	7	0	7	0	9.8	0
77CN	0167	*	2014	1	13	0	0	-24.4000	57.1100		1	7	0	7	0	9.8	0
77CN	0168	*	2014	1	13	0	5	-24.3600	57.1100		1	7	0	7	0	9.9	0
77CN	0169	*	2014	1	13	0	10	-24.3200	57.1200		1	7	0	7	0	9.8	0
77CN	0170	*	2014	1	13	0	15	-24.2800	57.1200		1	7	0	7	0	9.5	0
77CN	0171	*	2014	1	13	0	20	-24.2400	57.1200		1	7	0	7	0	9.5	0
77CN	0172	*	2014	1	13	0	25	-24.2000	57.1200		1	7	0	7	0	9.5	0
77CN	0173	*	2014	1	13	0	30	-24.1600	57.1200		1	7	0	7	0	9.5	0
77CN	0174	*	2014	1	13	0	35	-24.1200	57.1200		1	7	0	7	0	9.5	0
77CN	0175	*	2014	1	13	0	40	-24.0800	57.1200		1	7	0	7	0	9.2	0
77CN	0176	*	2014	1	13	0	45	-24.0300	57.1200		1	7	0	7	0	9.3	0
77CN	0177	*	2014	1	13	0	50	-23.9900	57.1200		1	7	0	7	0	9.2	0
77CN	0178	*	2014	1	13	0	55	-23.9500	57.1200		1	7	0	7	0	9.2	0
77CN	0179	*	2014	1	13	1	0	-23.9100	57.1200		1	7	0	7	0	9.2	0
77CN	0180	*	2014	1	13	1	5	-23.8700	57.1200		1	7	0	7	0	9.2	0
77CN	0181	*	2014	1	13	1	10	-23.8300	57.1200		1	7	0	7	0	9.2	0
77CN	0182	*	2014	1	13	1	15	-23.7900	57.1200		1	7	0	7	0	9.2	0
77CN	0183	*	2014	1	13	1	20	-23.7500	57.1200		1	7	0	7	0	9.2	0
77CN	0184	*	2014	1	13	1	25	-23.7100	57.1200		1	7	0	7	0	9.8	0
77CN	0185	*	2014	1	13	1	30	-23.6600	57.1200		1	7	0	7	0	9.9	0
77CN	0186	*	2014	1	13	1	35	-23.6200	57.1200		1	7	0	7	0	9.9	0
77CN	0187	*	2014	1	13	1	40	-23.5800	57.1200		1	7	0	7	0	9.9	0
77CN	0188	*	2014	1	13	1	45	-23.5400	57.1200		1	7	0	7	0	9.9	0
77CN	0189	*	2014	1	13	1	50	-23.5000	57.1200		1	7	0	7	0	9.8	0
77CN	0190	*	2014	1	13	1	55	-23.4600	57.1300		1	7	0	7	0	9.3	0
77CN	0191	*	2014	1	13	2	0	-23.4200	57.1300		1	7	0	7	0	10.1	0
77CN	0192	*	2014	1	13	2	5	-23.3800	57.1300		1	7	0	7	0	9.9	0
77CN	0193	*	2014	1	13	2	10	-23.3400	57.1300		1	7	0	7	0	10.1	0
77CN	0194	*	2014	1	13	2	15	-23.3000	57.1300		1	7	0	7	0	10.1	0
77CN	0195	*	2014	1	13	2	20	-23.2500	57.1300		1	7	0	7	0	10.1	0
77CN	0196	*	2014	1	13	2	25	-23.2100	57.1300		1	7	0	7	0	10.2	0
77CN	0197	*	2014	1	13	2	30	-23.1700	57.1300		1	7	0	7	0	10.2	0
77CN	0198	*	2014	1	13	2	35	-23.1300	57.1300		1	7	0	7	0	10.2	0
77CN	0199	*	2014	1	13	2	40	-23.0900	57.1300		1	7	0	7	0	10.2	0
77CN	0200	*	2014	1	13	2	45	-23.0500	57.1300		1	7	0	7	0	10.2	0
77CN	0201	*	2014	1	13	2	50	-23.0100	57.1300		1	7	0	7	0	9.9	0
77CN	0202	*	2014	1	13	2	55	-22.9700	57.1300		1	7	0	7	0	9.9	0
77CN	0203	*	2014	1	13	3	0	-22.9300	57.1300		1	7	0	7	0	9.8	0
77CN	0204	*	2014	1	13	3	5	-22.8800	57.1300		1	7	0	7	0	9.8	0
77CN	0205	*	2014	1	13	3	10	-22.8400	57.1300		1	7	0	7	0	9.8	0
77CN	0206	*	2014	1	13	3	15	-22.8000	57.1300		1	7	0	7	0	9.9	0
77CN	0207	*	2014	1	13	3	20	-22.7600	57.1300		1	7	0	7	0	9.9	0
77CN	0208	*	2014	1	13	3	25	-22.7200	57.1300		1	7	0	7	0	9.9	0
77CN	0209	*	2014	1	13	3	30	-22.6800	57.1300		1	7	0	7	0	9.9	0
77CN	0210	*	2014	1	13	3	35	-22.6400	57.1400		1	7	0	7	0	9.8	0
77CN	0211	*	2014	1	13	3	40	-22.6000	57.1400		1	7	0	7	0	9.8	0
77CN	0212	*	2014	1	13	3	45	-22.5600	57.1400		1	7	0	7	0	9.3	0
77CN	0213	*	2014	1	13	3	50	-22.5100	57.1400		1	7	0	7	0	9.5	0
77CN	0214	*	2014	1	13	3	55	-22.4700	57.1400		1	7	0	7	0	9.6	0
77CN	0215	*	2014	1	13	4	0	-22.4300	57.1400		1	7	0	7	0	9.6	0
77CN	0216	*	2014	1	13	4	5	-22.3900	57.1400		1	7	0	7	0	9.5	0
77CN	0217	*	2014	1	13	4	10	-22.3500	57.1400		1	7	0	7	0	9.2	0
77CN	0218	*	2014	1	13	4	15	-22.3100	57.1400		1	7	0	7	0	9.3	0
77CN	0219	*	2014	1	13	4	20	-22.2700	57.1400		1	7	0	7	0	9.2	0
77CN	0220	*	2014	1	13	4	25	-22.2300	57.1400		1	7	0	7	0	9.2	0
77CN	0221	*	2014	1	13	4	30	-22.1900	57.1400		1	7	0	7	0	9.2	0
77CN	0222	*	2014	1	13	4	35	-22.1400	57.1400		1	7	0	7	0	9.6	0
77CN	0223	*	2014	1	13	4	40	-22.1000	57.1400		1	7	0	7	0	9.6	0
77CN	0224	*	2014	1	13	4	45	-22.0600	57.1400		1	7	0	7	0	9.5	0
77CN	0225	*	2014	1	13	4	50	-22.0200	57.1400		1	7	0	7	0	9.6	0
77CN	0226	*	2014	1	13	4	55	-21.9800	57.1400		1	7	0	7	0	9.6	0
77CN	0227	*	2014	1	13	5	0	-21.9400	57.1400		1	7	0	7	0	9.8	0
77CN	0228	*	2014	1	13	5	5	-21.9000	57.1400		1	7	0	7	0	9.9	0
77CN	0229	*	2014	1	13	5	10	-21.8600	57.1400		1	7	0	7	0	10.2	0
77CN	0230	*	2014	1	13	5	15	-21.8200	57.1400		1	7	0	7	0	10.2	0
77CN	0231	*	2014	1	13	5	20	-21.7700	57.1500		1	7	0	7	0	9.9	0
77CN	0232	*	2014	1	13	5	25	-21.7300	57.1500		1	7	0	7	0	10.2	0
77CN	0233	*	2014	1	13	5	30	-21.6900	57.1500		1	7	0	7	0	10.2	0
77CN	0234	*	2014	1	13	5	35	-21.6500	57.1500		1	7	0	7	0	10.1	0
77CN	0235	*	2014	1	13	5	40	-21.6100	57.1500		1	7	0	7	0	10.1	0
77CN	0236	*	2014	1	13	5	45	-21.5700	57.1500		1	7	0	7	0	10.2	0
77CN	0237	*	2014	1	13	5	50	-21.5300	57.1500		1	7	0	7	0	10.2	0
77CN	0238	*	2014	1	13	5	55	-21.4900	57.1500		1	7	0	7	0	9.9	0
77CN	0239	*	2014	1	13	6	0	-21.4500	57.1500		1	7	0	7	0	9.9	0
77CN	0240	*	2014	1	13	6	5	-21.4000	57.1500		1	7	0	7	0	9.8	0
77CN	0241	*	2014	1	13	6	10	-21.3600	57.1500		1	7	0	7	0	9.8	0
77CN	0242	*	2014	1	13	6	15	-21.3200	57.1500		1	7	0	7	0	9.9	0
77CN	0243	*	2014	1	13	6	20	-21.2800	57.1500		1	7	0	7	0	9.9	0
77CN	0244	*	2014	1	13	6	25	-21.2400	57.1500		1	7	0	7	0	9.9	0
77CN	0245	*	2014	1	13	6	30	-21.2000	57.1500		1	7	0	7	0	9.9	0
77CN	0246	*	2014	1	13	6	35	-21.1600	57.1500		1	7	0	7	0	9.9	0
77CN	0247	*	2014	1	13	6	40	-21.1200	57.1500		1	7	0	7	0	9.9	0
77CN	0248	*	2014	1	13	6	45	-21.0800	57.1500		1	7	0	7	0	10.2	0
77CN	0249	*	2014	1	13	6	50	-21.0400	57.1500		1	7	0	7	0	10.2	0
77CN	0250	*	2014	1	13	6	55	-20.9900	57.1500		1	7	0	7	0	10.2	0
77CN	0251	*	2014	1	13	7	0	-20.9500	57.1600		1	7	0	7	0	10.2	0
77CN	0252	*	2014	1	13	7	5	-20.9100	57.1600		1	7	0	7	0	10.1	0
77CN	0253	*	2014	1	13	7	10	-20.8700	57.1600		1	7	0	7	0	9.9	0
77CN	0254	*	2014	1	13	7	15	-20.8300	57.1600		1	7	0	7	0	10.2	0
77CN	0255	*	2014	1	13	7	20	-20.7900	57.1600		1	7	0	7	0	10.2	0
77CN	0256	*	2014	1	13	7	25	-20.7500	57.1600		1	7	0	7	0	10.2	0
77CN	0257	*	2014	1	13	7	30	-20.7100	57.1600		1	7	0	7	0	10.2	0
77CN	0258	*	2014	1	13	7	35	-20.6700	57.1600		1	7	0	7	0	10.1	0
77CN	0259	*	2014	1	13	7	40	-20.6200	57.1600		1	7	0	7	0	10.2	0
77CN	0260	*	2014	1	13	7	45	-20.5800	57.1600		1	7	0	7	0	10.2	0
77CN	0261	*	2014	1	13	7	50	-20.5400	57.1600		1	7	0	7	0	10.2	0
77CN	0262	*	2014	1	13	7	55	-20.5000	57.1600		1	7	0	7	0	10.2	0
77CN	0263	*	2014	1	13	8	0	-20.4600	57.1600		1	7	0	7	0	10.2	0
77CN	0264	*	2014	1	13	8	5	-20.4200	57.1600		1	7	0	7	0	10.2	0
77CN	0265	*	2014	1	13	8	10	-20.3800	57.1600		1	7	0	7	0	10.2	0
77CN	0266	*	2014	1	13	8	15	-20.3400	57.1600		1	7	0	7	0	10.2	0
77CN	0267	*	2014	1	13	8	20	-20.3000	57.1600		1	7	0	7	0	10.2	0
77CN	0268	*	2014	1	13	8	25	-20.2500	57.1600		1	7	0	7	0	10.2	0
77CN	0269	*	2014	1	13	8	30	-20.2100	57.1600		1	7	0	7	0	9.9	0
77CN	0270	*	2014	1	13	8	35	-20.1700	57.1600		1	7	0	7	0	9.9	0
77CN	0271	*	2014	1	13	8	40	-20.1300	57.1600		1	7	0	7	0	9.9	0
77CN	0272	*	2014	1	13	8	45	-20.0900	57.1700		1	7	0	7	0	9.9	0
77CN	0273	*	2014	1	13	8	50	-20.0500	57.1700		1	7	0	7	0	9.9	0
77CN	0274	*	2014	1	13	8	55	-20.0100	57.1700		1	7	0	7	0	9.9	0
77CN	0275	*	2014	1	13	9	0	-19.9700	57.1700		1	7	0	7	0	9.6	0
77CN	0276	*	2014	1	13	9	30	-19.6700	57.1600		1	7	0	7	0	10.4	0
77CN	0277	*	2014	1	13	9	35	-19.6400	57.1600		1	7	0	7	0	10.4	0
77CN	0278	*	2014	1	13	9	40	-19.6000	57.1600		1	7	0	7	0	10.4	0
77CN	0279	*	2014	1	13	9	45	-19.5700	57.1500		1	7	0	7	0	10.4	0
77CN	0280	*	2014	1	13	9	50	-19.5400	57.1500		1	7	0	7	0	10.4	0
77CN	0281	*	2014	1	13	9	55	-19.5000	57.1400		1	7	0	7	0	10.2	0
77CN	0282	*	2014	1	13	10	0	-19.4700	57.1400		1	7	0	7	0	10.1	0
77CN	0283	*	2014	1	13	10	5	-19.4300	57.1400		1	7	0	7	0	10.1	0
77CN	0284	*	2014	1	13	10	10	-19.4000	57.1300		1	7	0	7	0	10.2	0
77CN	0285	*	2014	1	13	10	15	-19.3700	57.1300		1	7	0	7	0	9.9	0
77CN	0286	*	2014	1	13	10	20	-19.3300	57.1200		1	7	0	7	0	10.1	0
77CN	0287	*	2014	1	13	10	25	-19.3000	57.1200		1	7	0	7	0	9.9	0
77CN	0288	*	2014	1	13	10	30	-19.2700	57.1100		1	7	0	7	0	9.9	0
77CN	0289	*	2014	1	13	10	35	-19.2300	57.1100		1	7	0	7	0	9.9	0
77CN	0290	*	2014	1	13	10	40	-19.2000	57.1100		1	7	0	7	0	9.9	0
77CN	0291	*	2014	1	13	10	45	-19.1700	57.1000		1	7	0	7	0	9.8	0
77CN	0292	*	2014	1	13	10	50	-19.1300	57.1000		1	7	0	7	0	9.8	0
77CN	0293	*	2014	1	13	10	55	-19.1000	57.0900		1	7	0	7	0	9.8	0
77CN	0294	*	2014	1	13	11	0	-19.0600	57.0900		1	7	0	7	0	9.8	0
77CN	0295	*	2014	1	13	11	5	-19.0300	57.0800		1	7	0	7	0	9.8	0
77CN	0296	*	2014	1	13	11	10	-19.0000	57.0800		1	7	0	7	0	9.8	0
77CN	0297	*	2014	1	13	11	15	-18.9600	57.0800		1	7	0	7	0	9.8	0
77CN	0298	*	2014	1	13	11	20	-18.9300	57.0700		1	7	0	7	0	9.8	0
77CN	0299	*	2014	1	13	11	25	-18.9000	57.0700		1	7	0	7	0	9.9	0
77CN	0300	*	2014	1	13	11	30	-18.8600	57.0600		1	7	0	7	0	9.9	0
77CN	0301	*	2014	1	13	11	35	-18.8300	57.0600		1	7	0	7	0	9.9	0
77CN	0302	*	2014	1	13	11	40	-18.7900	57.0500		1	7	0	7	0	9.9	0
77CN	0303	*	2014	1	13	11	45	-18.7600	57.0500		1	7	0	7	0	9.9	0
77CN	0304	*	2014	1	13	11	50	-18.7300	57.0500		1	7	0	7	0	9.9	0
77CN	0305	*	2014	1	13	11	55	-18.6900	57.0400		1	7	0	7	0	9.9	0
77CN	0306	*	2014	1	13	12	0	-18.6600	57.0400		1	7	0	7	0	9.9	0
77CN	0307	*	2014	1	13	12	5	-18.6300	57.0300		1	7	0	7	0	9.9	0
77CN	0308	*	2014	1	13	12	10	-18.5900	57.0300		1	7	0	7	0	9.8	0
77CN	0309	*	2014	1	13	12	15	-18.5600	57.0200		1	7	0	7	0	9.9	0
77CN	0310	*	2014	1	13	12	20	-18.5300	57.0200		1	7	0	7	0	9.8	0
77CN	0311	*	2014	1	13	12	25	-18.4900	57.0200		1	7	0	7	0	9.9	0
77CN	0312	*	2014	1	13	12	30	-18.4600	57.0100		1	7	0	7	0	9.8	0
77CN	0313	*	2014	1	13	12	35	-18.4200	57.0100		1	7	0	7	0	9.8	0
77CN	0314	*	2014	1	13	12	40	-18.3900	57.0000		1	7	0	7	0	9.9	0
77CN	0315	*	2014	1	13	12	45	-18.3600	57.0000		1	7	0	7	0	9.8	0
77CN	0316	*	2014	1	13	12	50	-18.3200	57.0000		1	7	0	7	0	9.8	0
77CN	0317	*	2014	1	13	12	55	-18.2900	56.9900		1	7	0	7	0	9.8	0
77CN	0318	*	2014	1	13	13	0	-18.2600	56.9900		1	7	0	7	0	9.8	0
77CN	0319	*	2014	1	13	13	5	-18.2200	56.9800		1	7	0	7	0	9.8	0
77CN	0320	*	2014	1	13	13	10	-18.1900	56.9800		1	7	0	7	0	9.8	0
77CN	0321	*	2014	1	13	13	15	-18.1600	56.9700		1	7	0	7	0	9.8	0
77CN	0322	*	2014	1	13	13	20	-18.1200	56.9700		1	7	0	7	0	9.8	0
77CN	0323	*	2014	1	13	13	25	-18.0900	56.9700		1	7	0	7	0	9.9	0
77CN	0324	*	2014	1	13	13	30	-18.0500	56.9600		1	7	0	7	0	9.9	0
77CN	0325	*	2014	1	13	13	35	-18.0200	56.9600		1	7	0	7	0	9.9	0
77CN	0326	*	2014	1	13	13	40	-17.9900	56.9500		1	7	0	7	0	9.8	0
77CN	0327	*	2014	1	13	13	45	-17.9500	56.9500		1	7	0	7	0	9.9	0
77CN	0328	*	2014	1	13	13	50	-17.9200	56.9400		1	7	0	7	0	9.8	0
77CN	0329	*	2014	1	13	13	55	-17.8900	56.9400		1	7	0	7	0	9.8	0
77CN	0330	*	2014	1	13	14	0	-17.8500	56.9400		1	7	0	7	0	9.9	0
77CN	0331	*	2014	1	13	14	5	-17.8200	56.9300		1	7	0	7	0	9.9	0
77CN	0332	*	2014	1	13	14	10	-17.7900	56.9300		1	7	0	7	0	9.9	0
77CN	0333	*	2014	1	13	14	15	-17.7500	56.9200		1	7	0	7	0	9.9	0
77CN	0334	*	2014	1	13	14	20	-17.7200	56.9200		1	7	0	7	0	9.9	0
77CN	0335	*	2014	1	13	14	25	-17.6800	56.9100		1	7	0	7	0	9.9	0
77CN	0336	*	2014	1	13	14	30	-17.6500	56.9100		1	7	0	7	0	9.9	0
77CN	0337	*	2014	1	13	14	35	-17.6200	56.9100		1	7	0	7	0	9.9	0
77CN	0338	*	2014	1	13	14	40	-17.5800	56.9000		1	7	0	7	0	9.8	0
77CN	0339	*	2014	1	13	14	45	-17.5500	56.9000		1	7	0	7	0	9.8	0
77CN	0340	*	2014	1	13	14	50	-17.5200	56.8900		1	7	0	7	0	9.9	0
77CN	0341	*	2014	1	13	14	55	-17.4800	56.8900		1	7	0	7	0	10.2	0
77CN	0342	*	2014	1	13	15	0	-17.4500	56.8800		1	7	0	7	0	10.2	0
77CN	0343	*	2014	1	13	15	5	-17.4100	56.8800		1	7	0	7	0	10.2	0
77CN	0344	*	2014	1	13	15	10	-17.3800	56.8800		1	7	0	7	0	10.2	0
77CN	0345	*	2014	1	13	15	15	-17.3500	56.8700		1	7	0	7	0	10.1	0
77CN	0346	*	2014	1	13	15	20	-17.3100	56.8700		1	7	0	7	0	10.1	0
77CN	0347	*	2014	1	13	15	25	-17.2800	56.8600		1	7	0	7	0	10.1	0
77CN	0348	*	2014	1	13	15	30	-17.2500	56.8600		1	7	0	7	0	9.9	0
77CN	0349	*	2014	1	13	15	35	-17.2100	56.8500		1	7	0	7	0	10.2	0
77CN	0350	*	2014	1	13	15	40	-17.1800	56.8500		1	7	0	7	0	10.1	0
77CN	0351	*	2014	1	13	15	45	-17.1500	56.8500		1	7	0	7	0	10.1	0
77CN	0352	*	2014	1	13	15	50	-17.1100	56.8400		1	7	0	7	0	10.2	0
77CN	0353	*	2014	1	13	15	55	-17.0800	56.8400		1	7	0	7	0	10.2	0
77CN	0354	*	2014	1	13	16	0	-17.0400	56.8300		1	7	0	7	0	10.2	0
77CN	0355	*	2014	1	13	16	5	-17.0100	56.8300		1	7	0	7	0	10.2	0
77CN	0356	*	2014	1	13	16	10	-16.9800	56.8300		1	7	0	7	0	10.2	0
77CN	0357	*	2014	1	13	16	15	-16.9400	56.8200		1	7	0	7	0	10.2	0
77CN	0358	*	2014	1	13	16	20	-16.9100	56.8200		1	7	0	7	0	10.2	0
77CN	0359	*	2014	1	13	16	25	-16.8800	56.8100		1	7	0	7	0	10.2	0
